attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,attr_100,attr_101,attr_102,attr_103,attr_104,attr_105,attr_106,attr_107,attr_108,attr_109,attr_110,attr_111,attr_112,attr_113,attr_114,attr_115,attr_116,attr_117,attr_118,attr_119,attr_120,attr_121,attr_122,attr_123,attr_124,attr_125,attr_126,attr_127,attr_128,attr_129,attr_130,attr_131,attr_132,attr_133,attr_134,attr_135,attr_136,attr_137,attr_138,attr_139,attr_140,attr_141,attr_142,attr_143,attr_144,attr_145,attr_146,attr_147,attr_148,attr_149,attr_150,attr_151,attr_152,attr_153,attr_154,attr_155,attr_156,attr_157,attr_158,attr_159,attr_160,attr_161,attr_162,attr_163,attr_164,attr_165,attr_166,attr_167,attr_168,attr_169,attr_170,attr_171,attr_172,attr_173,attr_174,attr_175,attr_176,attr_177,attr_178,attr_179,attr_180,attr_181,attr_182,attr_183,attr_184,attr_185,attr_186,attr_187,attr_188,attr_189,attr_190,attr_191,attr_192,attr_193,attr_194,attr_195,attr_196,attr_197,attr_198,attr_199,attr_200,attr_201,attr_202,attr_203,attr_204,attr_205,attr_206,attr_207,attr_208,attr_209,attr_210,attr_211,attr_212,attr_213,attr_214,attr_215,attr_216,attr_217,attr_218,attr_219,attr_220,attr_221,attr_222,attr_223,attr_224,attr_225,attr_226,attr_227,attr_228,attr_229,attr_230,attr_231,attr_232,attr_233,attr_234,attr_235,attr_236,attr_237,attr_238,attr_239,attr_240,class
0,0,0,0,0,1,4,4,4,4,4,4,3,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,2,0,0,0,0,5,6,6,6,6,4,5,6,6,6,4,0,0,0,2,6,6,6,5,1,0,0,3,6,6,6,2,0,0,6,6,6,4,0,0,0,0,0,1,6,6,3,0,1,6,6,6,3,0,0,0,0,1,5,6,6,2,0,3,6,6,5,0,0,0,0,0,2,6,6,4,0,0,3,6,6,3,0,0,0,0,0,0,4,6,5,0,0,4,6,6,6,0,0,0,0,0,3,6,6,6,3,0,6,6,6,4,0,0,0,0,0,4,6,6,6,3,0,6,6,6,5,0,0,0,0,0,6,6,6,6,3,2,6,6,6,6,2,0,0,0,0,3,6,6,6,2,0,6,6,6,6,0,0,0,0,1,5,6,6,3,0,2,6,6,6,6,5,2,2,4,6,6,6,4,0,0,0,5,6,6,6,6,6,6,6,6,5,4,2,0,0,0,1,4,4,4,4,4,4,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,5,6,6,2,0,0,0,0,0,0,0,0,0,0,5,6,6,6,2,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,4,6,6,6,6,5,0,0,0,0,0,0,0,1,5,6,6,6,5,2,0,0,0,0,0,0,0,0,5,6,6,6,6,0,0,0,0,0,0,0,0,0,3,6,6,6,6,2,0,0,0,0,0,0,0,1,5,6,6,6,6,3,0,0,0,2,2,1,0,3,6,6,6,6,6,3,0,0,0,3,6,6,6,2,6,6,6,6,6,6,6,4,4,2,5,6,6,6,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,2,2,4,6,6,6,6,6,6,2,0,0,0,0,0,0,0,0,1,6,6,6,6,6,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,0,0,0,0,0,0,0,0,2,6,6,6,6,6,4,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0,0,1
0,0,0,0,0,3,6,4,3,2,2,0,0,0,0,0,0,0,1,5,6,6,6,6,6,6,5,1,0,0,0,0,0,6,6,6,6,5,5,6,6,6,6,0,0,0,0,4,6,6,6,4,0,0,4,6,6,6,0,0,0,0,6,6,6,6,0,0,0,3,6,6,6,3,0,0,2,6,6,6,5,0,0,0,0,6,6,6,3,0,0,6,6,6,6,1,0,0,0,0,6,6,6,5,0,0,6,6,6,6,0,0,0,0,2,6,6,6,6,0,1,6,6,6,6,0,0,0,0,2,6,6,6,6,0,2,6,6,6,2,0,0,0,0,0,6,6,6,6,1,1,6,6,6,0,0,0,0,0,0,6,6,6,6,2,5,6,6,6,0,0,0,0,0,4,6,6,6,6,0,4,6,6,6,0,0,0,0,0,6,6,6,6,4,0,4,6,6,6,5,4,4,4,5,6,6,6,6,0,0,4,6,6,6,6,6,6,6,6,6,6,6,5,0,0,0,2,2,3,4,4,4,4,4,4,3,1,0,0,0,0
0,0,0,3,5,6,4,4,4,3,0,0,0,0,0,0,0,5,6,6,6,6,6,6,6,5,0,0,0,0,0,2,6,6,6,5,4,6,6,6,6,4,0,0,0,1,6,6,6,5,0,0,1,5,6,6,6,1,0,0,6,6,6,6,1,0,0,1,5,6,6,6,3,0,0,3,6,6,6,6,4,4,6,6,6,6,6,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,4,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,6,6,6,6,3,0,0,1,6,6,6,3,0,0,0,6,6,6,6,1,0,0,0,1,6,6,5,0,0,0,4,6,6,6,1,0,0,0,0,3,6,4,0,0,0,0,6,6,6,3,0,0,0,0,3,6,5,1,0,0,0,6,6,6,6,2,0,0,0,3,6,6,6,0,0,0,3,6,6,6,6,3,2,3,6,6,5,3,0,0,0,0,1,5,6,6,6,6,6,6,5,0,0,0,0,0,0,0,0,3,4,4,4,4,2,0,0,0,1
0,0,0,0,0,0,3,6,6,5,1,0,0,0,0,0,0,0,0,3,5,6,6,6,5,1,0,0,0,0,0,0,0,4,6,6,6,6,6,2,0,0,0,0,0,0,0,1,6,6,6,5,1,0,0,0,0,0,0,0,0,0,5,6,6,6,3,0,0,0,0,0,0,0,0,0,1,6,6,6,5,0,0,0,0,0,0,0,0,0,0,5,6,6,3,0,0,0,0,0,0,0,0,0,0,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,0,1,2,2,1,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,5,3,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,5,0,6,6,6,3,3,4,4,2,0,2,5,6,6,6,1,6,6,6,2,0,0,0,0,0,1,5,6,6,6,3,5,6,6,6,3,2,2,2,4,6,6,6,6,5,0,0,3,6,6,6,6,6,6,6,6,6,6,3,0,0,0,0,1,3,4,4,4,4,4,4,3,1,0,0,0,1
0,0,3,4,6,6,6,6,6,6,6,6,6,3,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,0,0,5,6,6,5,1,0,0,0,1,5,6,6,6,0,2,6,6,6,3,0,0,0,0,0,3,6,6,6,0,2,6,6,6,0,0,0,0,0,0,2,6,6,6,0,1,6,6,6,0,0,0,0,0,0,0,6,6,6,1,3,6,6,6,0,0,0,0,0,0,0,6,6,6,5,1,6,6,6,0,0,0,0,0,0,0,6,6,6,6,2,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,6,6,6,4,6,6,6,6,0,0,0,0,0,0,1,6,6,6,3,3,6,6,6,1,0,0,0,0,0,4,6,6,6,2,3,6,6,6,6,6,6,6,6,6,6,6,6,5,0,0,3,4,4,4,4,4,4,4,4,4,4,4,1,0,0
0,0,1,5,6,3,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2,6,6,6,5,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,2,0,0,0,1,2,1,0,0,0,0,6,6,6,6,0,0,0,0,6,6,6,3,0,0,2,6,6,6,6,0,0,0,0,3,6,6,6,2,0,6,6,6,6,6,1,0,1,3,6,6,6,6,3,0,5,6,6,6,6,6,6,6,6,6,6,6,6,4,0,0,3,5,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,2,2,2,2,2,5,6,6,6,6,1,0,0,0,0,0,0,0,0,0,1,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1
0,0,0,2,4,4,4,5,6,5,1,0,0,0,0,0,1,5,6,6,6,6,6,6,6,6,6,5,1,0,1,5,6,6,6,3,0,0,1,5,6,6,6,5,0,3,6,6,6,6,0,0,0,0,1,6,6,6,6,1,3,6,6,6,6,0,0,0,0,0,1,6,6,6,5,3,6,6,6,6,0,0,0,0,0,0,6,6,6,6,3,6,6,6,1,0,0,0,0,0,0,6,6,6,6,3,6,6,6,0,0,0,0,0,0,0,5,6,6,6,3,6,6,6,5,0,0,0,0,0,0,3,6,6,6,3,6,6,6,6,0,0,0,0,0,1,5,6,6,6,3,6,6,6,5,0,0,0,0,0,6,6,6,6,5,3,6,6,6,1,0,0,0,0,0,6,6,6,6,1,3,6,6,6,6,0,0,0,0,2,6,6,6,6,1,3,6,6,6,6,1,0,0,0,4,6,6,6,6,5,0,5,6,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,3,4,4,4,4,4,4,4,4,3,1,0,0
0,0,0,1,5,6,6,6,6,6,6,5,1,0,0,0,0,0,3,6,6,6,6,6,6,6,4,1,0,0,0,0,1,5,6,6,5,3,1,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,6,6,6,3,0,0,0,0,0,0,0,0,0,0,5,6,6,6,1,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,4,2,2,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,4,3,1,0,0,1,2,4,3,2,3,4,5,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,1,5,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,0,0,0,0,0,0,1,3,4,4,6,6,6,6,6,0,0,1,4,6,6,6,6,6,6,6,6,6,6,5,0,0,1,4,4,4,4,4,4,4,4,4,4,3,0,1
0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0,0,2,2,5,6,6,6,6,6,4,3,0,0,0,0,5,6,6,3,0,2,2,5,6,6,6,5,0,0,0,6,6,4,0,0,0,0,0,4,6,6,6,3,0,1,6,6,1,0,0,0,0,0,0,5,6,6,1,0,2,6,6,6,4,1,0,0,0,0,3,6,6,3,0,0,3,6,6,6,6,5,2,2,3,6,6,6,3,0,0,2,6,6,6,6,6,6,6,6,6,6,5,1,0,2,6,6,6,5,2,4,6,6,6,6,6,0,0,0,6,6,6,3,0,0,0,0,3,6,6,6,4,0,2,6,6,5,0,0,0,0,0,0,2,6,6,6,2,3,6,6,3,0,0,0,0,0,0,0,6,6,6,3,1,6,6,5,1,0,0,0,0,0,1,6,6,6,3,0,6,6,6,6,3,2,2,2,3,6,6,6,6,1,0,6,6,6,6,6,6,6,6,6,6,6,4,3,0,0,3,3,3,4,4,4,4,4,3,2,0,0,0,0,1
0,1,5,6,6,6,6,6,2,0,0,0,0,0,0,2,6,6,6,6,6,6,6,5,1,0,0,0,0,0,6,6,6,6,5,5,6,6,6,5,1,0,0,0,0,6,6,6,4,0,0,3,6,6,6,3,0,0,0,0,5,6,6,4,0,0,0,3,6,6,6,1,0,0,0,3,6,6,6,5,5,5,2,6,6,6,5,0,0,0,2,6,6,6,6,6,6,3,3,6,6,6,3,0,0,0,2,6,6,6,6,6,3,3,6,6,6,3,0,0,0,0,3,6,6,6,3,0,2,6,6,6,6,1,0,0,0,1,4,3,1,0,0,0,4,6,6,6,3,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,4,6,6,6,1,0,0,0,0,0,0,0,0,0,0,3,6,6,6,1,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,1
0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,5,3,2,5,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,6,6,6,6,1,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,1,5,6,6,6,6,0,0,0,0,0,0,0,0,0,5,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,4,6,6,6,5,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,1,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,0,0,0,0,0,0,0,0,1,5,6,6,6,6,6,0,0,0,0,0,0,0,0,0,3,6,6,6,6,3,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,1
3,4,6,6,6,6,6,6,5,4,4,6,6,4,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6,0,0,0,0,0,0,0,0,3,6,6,6,6,6,2,0,0,0,0,0,0,0,0,5,6,6,6,6,5,0,0,0,0,0,0,0,0,2,6,6,6,6,6,1,0,0,0,0,0,0,0,0,0,6,6,6,6,5,0,0,0,0,0,0,0,0,0,2,6,6,6,6,1,0,0,0,0,0,0,0,0,0,4,6,6,6,6,1,0,0,0,0,0,0,0,0,2,6,6,6,6,6,2,0,0,0,0,0,0,0,0,3,6,6,6,6,6,0,0,0,0,0,0,0,0,1,6,6,6,6,6,2,0,0,0,0,0,0,0,0,3,6,6,6,6,6,0,0,0,0,0,0,0,0,0,3,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,0,0,0,0,0,1
0,0,3,6,6,5,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,1,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,6,6,6,3,0,1,3,4,3,1,0,0,0,0,5,6,6,6,6,4,6,6,6,6,6,6,3,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,5,0,1,6,6,6,6,6,6,4,4,6,6,6,6,6,0,0,6,6,6,6,5,1,0,0,3,6,6,6,6,1,0,4,6,6,6,3,0,0,0,3,6,6,6,6,3,0,0,6,6,6,6,0,0,0,4,6,6,6,6,1,0,0,6,6,6,6,3,3,5,6,6,6,6,4,0,0,0,5,6,6,6,6,6,6,6,6,6,4,0,0,0,0,0,3,4,4,4,4,4,4,4,4,1,0,0,1
0,0,0,1,4,4,4,5,6,6,6,5,3,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,5,0,0,0,3,6,6,6,6,4,2,3,6,6,6,6,0,0,0,6,6,6,6,1,0,0,0,6,6,6,6,0,0,0,6,6,6,6,0,0,0,0,6,6,6,6,2,0,4,6,6,5,1,0,0,0,0,6,6,6,6,2,0,6,6,4,0,0,0,0,0,0,6,6,6,6,0,2,6,6,3,0,0,0,0,0,0,6,6,6,6,0,2,6,6,6,3,0,0,0,0,4,6,6,6,6,0,0,6,6,6,6,0,0,0,0,4,6,6,6,6,0,0,6,6,6,6,0,0,0,0,0,6,6,6,6,0,0,6,6,6,6,0,0,0,0,0,6,6,6,6,1,0,6,6,6,6,1,0,0,0,2,6,6,6,6,3,0,6,6,6,6,6,3,2,3,6,6,6,6,4,0,0,1,5,6,6,6,6,6,6,6,6,6,5,0,0,0,0,0,2,4,4,4,4,4,3,1,0,0,0,0,0
0,0,2,4,4,4,4,5,6,4,1,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,2,0,0,0,1,6,6,6,6,6,6,4,4,4,2,0,0,0,0,1,6,6,6,6,6,6,2,2,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,6,3,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2,0,0,6,6,6,6,5,2,2,5,6,6,6,6,3,0,0,6,6,6,4,1,0,0,3,6,6,6,6,6,3,0,1,2,0,0,0,0,0,3,6,6,6,6,6,6,0,0,0,0,0,0,0,0,1,5,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,0,3,4,4,1,0,0,0,0,6,6,6,6,6,2,2,6,6,6,6,4,4,4,5,6,6,6,6,6,0,0,5,6,6,6,6,6,6,6,6,6,6,6,5,0,0,0,2,4,4,4,4,4,4,4,4,4,2,0,0,1
0,0,1,5,6,5,4,4,4,4,4,3,0,0,0,0,0,5,6,6,6,6,6,6,6,6,3,0,0,0,0,0,6,6,6,6,3,0,0,2,1,0,0,0,0,0,1,6,6,6,3,0,0,0,0,0,0,0,0,0,0,3,6,6,6,4,0,1,2,2,1,0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,4,1,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,3,0,0,3,6,6,6,6,6,3,0,4,6,6,6,6,3,0,0,6,6,6,6,2,0,0,1,5,6,6,6,3,0,0,5,6,4,1,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,2,6,6,6,6,2,2,6,6,3,0,0,0,0,0,4,6,6,6,6,0,1,6,6,6,5,3,0,0,3,6,6,6,6,3,0,0,3,4,6,6,6,6,6,6,6,6,6,6,2,0,0,0,0,1,3,4,4,4,4,4,3,1,0,0,0,1
0,0,3,4,4,4,4,5,6,6,6,4,6,5,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,2,0,6,6,6,6,6,5,2,2,2,2,2,2,0,0,0,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,6,6,6,6,6,5,2,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,4,4,1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,2,0,0,3,6,6,6,6,6,6,6,6,6,6,6,6,0,0,3,6,6,6,6,5,3,6,6,6,6,6,6,2,0,0,3,5,6,5,1,1,6,6,6,6,6,5,1,0,0,0,0,0,0,1,5,6,6,6,6,4,0,0,0,0,0,0,0,3,6,6,6,6,6,5,0,0,0,0,0,0,0,1,6,6,6,6,6,3,0,0,0,0,0,0,0,0,5,6,6,6,6,1,0,0,0,0,0,0,0,0,2,6,6,6,6,6,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,0,0,0,1
0,0,0,3,6,6,6,6,6,6,6,3,0,0,0,0,0,5,6,6,6,6,6,6,6,6,6,5,0,0,0,4,6,6,6,5,2,2,3,6,6,6,6,1,0,0,6,6,6,6,2,0,0,0,5,6,6,6,5,0,2,6,6,6,6,0,0,0,0,3,6,6,6,6,0,0,3,6,6,5,0,0,0,0,3,6,6,6,6,0,0,0,1,2,0,0,0,3,4,6,6,6,6,4,0,0,0,0,0,0,0,3,6,6,6,6,6,6,0,0,0,0,0,0,3,6,6,6,6,6,5,2,1,0,0,0,0,1,5,6,6,6,6,5,3,0,0,0,0,0,0,0,6,6,6,6,6,3,0,0,0,0,0,0,0,0,5,6,6,6,6,3,0,0,0,0,0,0,0,0,3,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,4,4,4,4,4,2,2,2,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,5,0,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1
0,0,0,0,0,1,4,6,6,6,2,0,0,0,0,0,0,0,0,0,3,6,6,6,6,2,0,0,0,0,0,0,0,0,2,6,6,6,6,6,0,0,0,0,0,0,0,0,3,6,6,6,6,3,1,0,0,0,0,0,0,0,2,6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,6,6,2,0,0,0,0,0,0,0,0,2,6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,3,2,2,0,0,0,0,0,4,6,6,6,6,6,6,6,6,6,6,3,2,1,0,4,6,6,6,6,6,6,6,5,4,6,6,6,6,0,4,6,6,6,6,4,4,1,0,0,3,6,6,6,2,6,6,6,6,3,0,0,0,0,0,0,6,6,6,6,6,6,6,6,3,0,0,0,0,0,2,6,6,6,4,4,6,6,6,4,0,0,0,2,2,5,6,6,6,2,0,5,6,6,6,6,6,6,6,6,6,3,0,0,0,0,0,3,4,4,4,4,3,1,0,0,0,0,0,0,1
6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,6,6,6,4,4,4,5,6,6,6,6,6,0,0,0,0,2,0,0,0,0,4,6,6,6,6,5,0,0,0,0,0,0,0,0,1,6,6,6,6,6,1,0,0,0,0,0,0,0,0,3,6,6,6,6,6,0,0,0,0,0,0,0,0,2,6,6,6,6,6,1,0,0,0,0,0,0,0,0,4,6,6,6,6,1,0,0,0,0,0,0,0,0,1,6,6,6,6,4,0,0,0,0,0,0,0,0,1,6,6,6,6,4,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,1,6,6,6,6,4,0,0,0,0,0,0,0,0,1,6,6,6,6,5,0,0,0,0,0,0,0,0,0,3,6,6,6,6,1,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,0,0,0,0,0,0,1
0,0,0,1,5,6,6,4,6,6,5,5,6,5,1,0,0,0,1,5,6,6,6,6,6,6,6,6,5,1,0,0,0,0,0,2,2,3,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,5,1,0,0,0,0,0,0,0,1,4,5,6,6,5,0,0,0,0,0,0,0,0,2,6,6,6,6,6,3,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,4,1,0,0,0,0,0,4,6,6,6,4,4,6,6,6,6,2,0,0,0,0,3,6,3,0,0,0,1,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,1,0,0,0,0,0,0,0,0,0,0,3,6,6,6,3,0,0,0,0,0,0,0,0,0,1,6,6,6,5,0,0,0,0,0,0,0,0,0,1,5,6,6,6,3,0,1,4,4,1,0,0,0,2,6,6,6,6,6,0,0,5,6,6,6,3,2,3,6,6,6,6,3,1,0,0,0,3,4,4,4,4,4,4,4,4,1,0,0,0,0,1
0,1,4,4,4,2,4,4,4,4,4,3,1,0,0,1,6,6,6,6,5,1,0,1,5,6,6,6,2,0,1,6,6,6,6,1,0,0,0,0,4,6,6,3,0,0,1,6,6,6,6,4,0,0,0,2,6,6,4,0,0,0,3,6,6,6,6,3,0,0,1,6,6,6,0,0,0,3,6,6,6,6,6,6,4,6,6,6,3,0,0,0,3,6,6,5,1,1,3,6,6,6,6,3,0,0,1,6,6,5,0,0,0,0,1,6,6,6,3,0,0,3,6,6,3,0,0,0,0,0,3,6,6,5,0,0,3,6,6,3,0,0,0,0,0,3,6,6,6,3,0,6,6,4,0,0,0,0,0,0,6,6,6,6,3,0,4,6,6,2,0,0,0,0,0,3,6,6,6,3,0,3,6,6,3,0,0,0,0,0,0,1,6,6,3,0,3,6,6,6,3,2,2,1,0,1,5,6,5,0,0,2,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,1,2,2,2,2,2,2,4,4,3,2,1,0,1
0,0,3,4,4,4,4,4,4,4,4,6,5,1,0,0,4,6,6,6,6,6,6,6,6,6,6,6,5,0,4,6,6,6,5,2,2,2,2,5,6,6,6,6,3,3,6,6,6,4,0,0,0,0,4,6,6,6,6,3,0,4,6,6,6,3,2,2,5,6,6,6,6,4,0,0,5,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,3,6,6,6,6,6,6,6,6,6,4,0,0,0,0,0,1,3,4,3,3,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,3,6,6,6,6,0,0,0,0,0,0,0,0,0,0,4,6,6,6,5,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2,6,6,6,2,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,1
1,4,5,6,5,1,0,0,0,0,0,0,0,0,0,6,6,6,6,6,5,1,0,0,0,0,0,0,0,0,6,6,6,4,5,6,5,1,0,0,0,0,0,0,0,3,6,4,0,0,5,6,4,0,0,0,0,0,0,0,3,6,6,5,2,5,6,6,1,0,0,0,0,0,0,0,4,6,6,6,6,6,6,5,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,1,0,0,0,0,0,0,0,0,1,5,6,6,6,6,5,1,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,3,0,0,0,0,0,0,0,2,6,6,4,2,5,6,6,2,0,0,0,0,0,0,0,6,6,3,0,1,6,6,5,1,0,0,0,0,0,0,6,6,6,1,0,1,5,6,6,2,0,0,0,0,0,1,6,6,5,0,0,4,6,6,5,0,0,0,0,0,0,2,6,6,5,5,6,6,6,4,0,0,0,0,0,0,0,5,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,4,4,2,0,0,0,1
0,1,4,4,4,4,4,4,4,4,4,4,3,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6,2,0,3,6,6,6,6,6,6,6,6,6,6,6,6,0,0,3,6,6,6,6,6,6,6,6,6,6,6,6,2,0,3,6,6,6,6,3,3,6,6,6,6,6,6,3,0,1,5,6,4,1,0,0,4,6,6,6,6,6,1,0,0,0,0,0,0,1,5,6,6,6,6,6,3,0,0,0,0,0,0,0,5,6,6,6,6,6,3,0,0,0,0,0,0,0,3,6,6,6,6,5,1,0,0,0,0,0,0,0,0,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,1,5,6,6,6,6,5,0,0,0,0,0,0,0,0,3,6,6,6,6,6,4,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,5,1,0,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,2,2,4,4,4,2,4,4,4,3,0,1
